last_name,first_name,employer,billed_amount,payment_amount,invoice_date,last_payment_date,city,state,zip_code
Rowe,Zachariah,ABC Telecom,115.4,341.3,"Mon, 4 Jan 2010 00:00:00 +0000","Sun, 3 Jan 2010 00:00:00 +0000",Boca Raton,FL,33486
Kuvalis,Travon,Foo Bars,292.6,318.0,"Fri, 6 Aug 2010 00:00:00 +0000","Mon, 26 Apr 2010 00:00:00 +0000",Englewood,FL,34223
Wintheiser,Retha,North Central Positronics,121.0,994.3,"Sat, 19 Feb 2011 00:00:00 +0000","Thu, 12 Aug 2010 00:00:00 +0000",Jacksonville,FL,32209
Reynolds,Dimitri,Praxis Corporation,92.7,188.2,"Tue, 25 Jan 2011 00:00:00 +0000","Mon, 24 May 2010 00:00:00 +0000",Tampa,FL,33606
Murphy,Annabell,ZiffCorp,536.6,700.3,"Wed, 20 Apr 2011 00:00:00 +0000","Thu, 10 Jun 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Walker,Caleigh,Wayne Enterprises,862.9,344.4,"Sun, 4 Sep 2011 00:00:00 +0000","Mon, 8 Aug 2011 00:00:00 +0000",Naples,FL,34110
Schneider,Louie,ZiffCorp,889.5,91.3,"Fri, 16 Sep 2011 00:00:00 +0000","Thu, 17 Feb 2011 00:00:00 +0000",Ponte Vedra,FL,32082
Abernathy,Gayle,Sombra Corporation,621.3,879.3,"Tue, 6 Sep 2011 00:00:00 +0000","Fri, 15 Jul 2011 00:00:00 +0000",Miai,FL,33173
Waters,Ariel,Fake Brothers,737.8,639.4,"Sat, 26 Mar 2011 00:00:00 +0000","Tue, 15 Mar 2011 00:00:00 +0000",Marianna,FL,32446
Kohler,Branson,Bluth Company,836.7,841.4,"Sat, 17 Mar 2012 00:00:00 +0000","Mon, 10 Oct 2011 00:00:00 +0000",Fort Walton Beach,FL,32548
Rogahn,Dillan,ABC Telecom,368.4,798.1,"Thu, 20 Oct 2011 00:00:00 +0000","Sun, 20 Mar 2011 00:00:00 +0000",Pembroke Pines,FL,33028
Pagac,Erin,Gringotts,819.7,715.2,"Mon, 4 Oct 2010 00:00:00 +0000","Sat, 28 Aug 2010 00:00:00 +0000",Pensacola,FL,32504
Durgan,Hilda,"Acme, inc.",192.8,331.7,"Tue, 16 Nov 2010 00:00:00 +0000","Sun, 6 Jun 2010 00:00:00 +0000",Pensacola,FL,32504
Borer,Keon,Smith and Co.,108.0,768.9,"Mon, 12 Sep 2011 00:00:00 +0000","Tue, 1 Feb 2011 00:00:00 +0000",Sanford,FL,32771
Stracke,Braeden,Omni Consimer Products,622.5,261.2,"Sun, 25 Dec 2011 00:00:00 +0000","Sat, 19 Jun 2010 00:00:00 +0000",Miami,FL,33173
Klein,Gretchen,Acme Corp,452.0,916.9,"Mon, 14 Feb 2011 00:00:00 +0000","Sat, 2 Oct 2010 00:00:00 +0000",Tallahassee,FL,32308
Schoen,Madge,Omni Consimer Products,143.6,438.1,"Sun, 3 Apr 2011 00:00:00 +0000","Thu, 11 Nov 2010 00:00:00 +0000",New Port Richey,FL,34655
Hirthe,Kathlyn,ABC Telecom,476.8,460.9,"Sun, 12 Dec 2010 00:00:00 +0000","Tue, 3 Aug 2010 00:00:00 +0000",Jacksonville,FL,32209
Swift,Gunner,LuthorCorp,509.1,342.4,"Sun, 2 Jan 2011 00:00:00 +0000","Tue, 31 Aug 2010 00:00:00 +0000",Fort Myers,FL,33907
Greenholt,Jimmy,Bluth Company,994.2,855.8,"Sun, 23 Oct 2011 00:00:00 +0000","Tue, 23 Aug 2011 00:00:00 +0000",Pensacola,FL,32504
White,Asia,Sombra Corporation,222.4,499.6,"Thu, 23 Jun 2011 00:00:00 +0000","Tue, 2 Nov 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Strosin,Kaela,Mooby Corp,990.8,693.3,"Wed, 30 Mar 2011 00:00:00 +0000","Tue, 29 Jun 2010 00:00:00 +0000",Orange Park,FL,32073
Tremblay,Jessie,Demo Company,758.7,607.9,"Mon, 4 Jul 2011 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Fort Myers,FL,33907
Zboncak,Devonte,Fake Brothers,355.6,732.8,"Sat, 12 Nov 2011 00:00:00 +0000","Sat, 27 Aug 2011 00:00:00 +0000",Miai,FL,33173
Sanford,Geovanny,Western Gas & Electric,111.2,381.0,"Wed, 23 Mar 2011 00:00:00 +0000","Tue, 29 Jun 2010 00:00:00 +0000",Pensacola,FL,32503
Roob,Jillian,Sample Company,815.6,649.1,"Sat, 3 Jul 2010 00:00:00 +0000","Fri, 19 Mar 2010 00:00:00 +0000",Pensacola,FL,32503
Swift,Adeline,Strickland Propane,918.6,661.8,"Fri, 24 Feb 2012 00:00:00 +0000","Thu, 9 Sep 2010 00:00:00 +0000",West Palm Beach,FL,33401
Lockman,Pearlie,"Acme, inc.",75.2,927.6,"Fri, 8 Apr 2011 00:00:00 +0000","Sat, 5 Jun 2010 00:00:00 +0000",Orange Park,FL,32073
Schultz,Dayana,Fake Brothers,579.6,689.3,"Wed, 16 Jun 2010 00:00:00 +0000","Wed, 3 Mar 2010 00:00:00 +0000",Hollywood,FL,33021
Bosco,Nicolette,Strickland Propane,58.4,513.2,"Tue, 29 Jun 2010 00:00:00 +0000","Mon, 7 Jun 2010 00:00:00 +0000",Pembroke Pines,FL,33024
West,Mallory,Wayne Enterprises,646.3,523.1,"Sun, 11 Dec 2011 00:00:00 +0000","Sat, 11 Dec 2010 00:00:00 +0000",Pensacola,FL,32504
Harvey,Maverick,QWERTY Logistics,587.8,897.2,"Sun, 12 Feb 2012 00:00:00 +0000","Tue, 23 Nov 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
McGlynn,Cleora,Widget Corp,217.9,586.9,"Thu, 28 Oct 2010 00:00:00 +0000","Fri, 2 Apr 2010 00:00:00 +0000",Sanford,FL,32771
Raynor,Vallie,QWERTY Logistics,209.1,319.5,"Sat, 11 Feb 2012 00:00:00 +0000","Thu, 10 Feb 2011 00:00:00 +0000",Amelia Island,FL,32034
Wilderman,Francis,ZiffCorp,786.6,808.6,"Wed, 29 Feb 2012 00:00:00 +0000","Tue, 9 Feb 2010 00:00:00 +0000",Tampa,FL,33606
Thompson,Jaydon,Strickland Propane,896.6,50.0,"Sat, 12 Nov 2011 00:00:00 +0000","Thu, 6 May 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Hickle,Eunice,Fake Brothers,198.9,267.4,"Fri, 10 Jun 2011 00:00:00 +0000","Sat, 9 Jan 2010 00:00:00 +0000",Palm Harbor,FL,34684
Witting,Jerry,LuthorCorp,665.7,878.4,"Wed, 3 Mar 2010 00:00:00 +0000","Mon, 15 Feb 2010 00:00:00 +0000",New Port Richey,FL,34655
Windler,Ruben,Wentworth Industries,725.4,682.8,"Thu, 10 Feb 2011 00:00:00 +0000","Fri, 12 Mar 2010 00:00:00 +0000",Aventura,FL,33180
Denesik,Caden,Fake Brothers,824.8,71.5,"Wed, 23 Jun 2010 00:00:00 +0000","Tue, 2 Mar 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Huel,Hipolito,Strickland Propane,68.6,746.0,"Mon, 26 Mar 2012 00:00:00 +0000","Mon, 16 Aug 2010 00:00:00 +0000",Melbourne,FL,32940
Haag,Henri,QWERTY Logistics,531.9,282.6,"Fri, 17 Feb 2012 00:00:00 +0000","Thu, 18 Nov 2010 00:00:00 +0000",Marianna,FL,32446
Langosh,Verda,Omni Consimer Products,596.4,215.8,"Sun, 16 Oct 2011 00:00:00 +0000","Thu, 3 Jun 2010 00:00:00 +0000",Naples,FL,34110
Koss,Garry,QWERTY Logistics,729.9,829.1,"Mon, 14 Mar 2011 00:00:00 +0000","Wed, 10 Feb 2010 00:00:00 +0000",Pensacola,FL,32504
Thompson,Brock,ABC Telecom,423.6,402.0,"Sun, 21 Mar 2010 00:00:00 +0000","Wed, 27 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Beatty,Bethany,"Sample, inc",691.4,970.9,"Wed, 23 Jun 2010 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",Melbourne,FL,32940
O'Hara,Demarcus,LexCorp,997.5,30.0,"Mon, 1 Feb 2010 00:00:00 +0000","Sat, 23 Jan 2010 00:00:00 +0000",Boca Raton,FL,33486
Torp,Ronny,Mammoth Pictures,144.9,987.0,"Wed, 7 Sep 2011 00:00:00 +0000","Mon, 24 Jan 2011 00:00:00 +0000",Pensacola,FL,32504
Brekke,Janelle,Wentworth Industries,661.9,936.8,"Wed, 20 Apr 2011 00:00:00 +0000","Mon, 7 Jun 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Mueller,Krystal,Widget Corp,313.4,458.3,"Wed, 14 Dec 2011 00:00:00 +0000","Sat, 10 Apr 2010 00:00:00 +0000",Tallahassee,FL,32308
O'Hara,Jeanie,Sombra Corporation,610.5,463.8,"Tue, 14 Sep 2010 00:00:00 +0000","Thu, 29 Jul 2010 00:00:00 +0000",Tallahassee,FL,32308
Considine,Rosamond,Praxis Corporation,871.4,459.2,"Fri, 11 Feb 2011 00:00:00 +0000","Mon, 11 Oct 2010 00:00:00 +0000",West Palm Beach,FL,33401
McDermott,Autumn,Omni Consimer Products,248.6,645.2,"Thu, 11 Aug 2011 00:00:00 +0000","Tue, 1 Feb 2011 00:00:00 +0000",Miami,FL,33173
Daugherty,Cara,Sample Company,499.2,15.3,"Mon, 18 Oct 2010 00:00:00 +0000","Mon, 11 Oct 2010 00:00:00 +0000",Orange Park,FL,32073
Emard,Destiny,Strickland Propane,447.4,322.1,"Mon, 1 Aug 2011 00:00:00 +0000","Mon, 17 May 2010 00:00:00 +0000",Englewood,FL,34223
Murazik,Darrin,"Sample, inc",310.1,492.4,"Sun, 4 Mar 2012 00:00:00 +0000","Sat, 4 Sep 2010 00:00:00 +0000",Miai,FL,33173
Gibson,Emilie,ZiffCorp,966.9,815.9,"Mon, 23 Jan 2012 00:00:00 +0000","Mon, 12 Sep 2011 00:00:00 +0000",West Palm Beach,FL,33401
Reynolds,Gudrun,"Acme, inc.",409.8,721.2,"Wed, 23 Jun 2010 00:00:00 +0000","Sun, 31 Jan 2010 00:00:00 +0000",Pensacola,FL,32503
Sawayn,Carmen,Mr. Sparkle,958.6,474.8,"Thu, 5 Apr 2012 00:00:00 +0000","Sun, 13 Nov 2011 00:00:00 +0000",Amelia Island,FL,32034
Metz,Kiera,ABC Telecom,304.0,258.8,"Mon, 14 Jun 2010 00:00:00 +0000","Fri, 4 Jun 2010 00:00:00 +0000",Orange Park,FL,32073
Leuschke,Brielle,Mammoth Pictures,20.3,759.7,"Mon, 3 Jan 2011 00:00:00 +0000","Thu, 15 Apr 2010 00:00:00 +0000",Aventura,FL,33180
Lebsack,Adrien,Mr. Sparkle,212.5,305.8,"Sat, 18 Feb 2012 00:00:00 +0000","Tue, 3 Jan 2012 00:00:00 +0000",Pembroke Pines,FL,33028
Halvorson,Stella,Wentworth Industries,640.3,246.2,"Fri, 17 Dec 2010 00:00:00 +0000","Fri, 18 Jun 2010 00:00:00 +0000",Aventura,FL,33180
Pfeffer,Elouise,Wayne Enterprises,94.5,415.6,"Sun, 4 Sep 2011 00:00:00 +0000","Sat, 17 Apr 2010 00:00:00 +0000",Sanford,FL,32771
Brekke,Stephon,Western Gas & Electric,859.3,283.8,"Wed, 30 Jun 2010 00:00:00 +0000","Tue, 16 Mar 2010 00:00:00 +0000",Orange Park,FL,32073
Sawayn,Eladio,Demo Company,282.5,844.1,"Sat, 20 Feb 2010 00:00:00 +0000","Fri, 29 Jan 2010 00:00:00 +0000",Melbourne,FL,32940
Huels,Wilmer,Strickland Propane,92.4,344.6,"Mon, 28 Nov 2011 00:00:00 +0000","Wed, 30 Mar 2011 00:00:00 +0000",Ponte Vedra,FL,32082
Kub,Clint,Praxis Corporation,907.6,835.5,"Thu, 22 Mar 2012 00:00:00 +0000","Sat, 28 Aug 2010 00:00:00 +0000",Palm Harbor,FL,34684
Considine,Michale,Water and Power,470.6,88.3,"Tue, 29 Jun 2010 00:00:00 +0000","Sun, 28 Feb 2010 00:00:00 +0000",Marianna,FL,32446
D'Amore,Karolann,Bluth Company,520.8,605.8,"Tue, 3 Apr 2012 00:00:00 +0000","Sun, 19 Dec 2010 00:00:00 +0000",Melbourne,FL,32940
Orn,Elias,LuthorCorp,719.3,334.1,"Wed, 24 Mar 2010 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
McClure,Joaquin,Demo Company,563.2,421.7,"Thu, 20 May 2010 00:00:00 +0000","Mon, 15 Feb 2010 00:00:00 +0000",Tampa,FL,33606
Feest,Jaime,QWERTY Logistics,550.6,650.5,"Tue, 17 Jan 2012 00:00:00 +0000","Thu, 4 Feb 2010 00:00:00 +0000",Miai,FL,33173
Krajcik,Aiden,Omni Consimer Products,627.3,745.0,"Mon, 14 Mar 2011 00:00:00 +0000","Thu, 27 Jan 2011 00:00:00 +0000",Sanford,FL,32771
Sawayn,Maxine,"Sample, inc",450.0,630.6,"Fri, 11 Feb 2011 00:00:00 +0000","Mon, 27 Dec 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Wolff,Stella,Sombra Corporation,719.1,412.5,"Wed, 5 Jan 2011 00:00:00 +0000","Thu, 12 Aug 2010 00:00:00 +0000",Melbourne,FL,32940
Vandervort,Marcelino,Smith and Co.,328.5,861.9,"Sun, 24 Jan 2010 00:00:00 +0000","Mon, 18 Jan 2010 00:00:00 +0000",Sanford,FL,32771
Johnson,Thurman,Wayne Enterprises,622.2,805.3,"Sun, 8 Aug 2010 00:00:00 +0000","Mon, 12 Apr 2010 00:00:00 +0000",Palm Harbor,FL,34684
Lesch,Gerard,Western Gas & Electric,309.1,723.5,"Wed, 17 Feb 2010 00:00:00 +0000","Mon, 4 Jan 2010 00:00:00 +0000",Miami,FL,33173
Metz,Russell,Bluth Company,586.1,880.2,"Wed, 3 Nov 2010 00:00:00 +0000","Sat, 30 Oct 2010 00:00:00 +0000",Jacksonville,FL,32209
Berge,Serena,LexCorp,903.1,195.8,"Tue, 12 Apr 2011 00:00:00 +0000","Sat, 5 Mar 2011 00:00:00 +0000",Melbourne,FL,32940
Botsford,Lisette,Globex Corporation,522.5,189.4,"Tue, 23 Feb 2010 00:00:00 +0000","Sun, 14 Feb 2010 00:00:00 +0000",Aventura,FL,33180
Breitenberg,Elsie,Fake Brothers,102.1,105.2,"Mon, 15 Mar 2010 00:00:00 +0000","Thu, 11 Mar 2010 00:00:00 +0000",West Palm Beach,FL,33401
Bode,Alexanne,Globex Corporation,553.2,847.7,"Fri, 28 Oct 2011 00:00:00 +0000","Mon, 16 Aug 2010 00:00:00 +0000",Aventura,FL,33180
Lemke,Edna,Sample Company,515.2,378.5,"Sat, 27 Mar 2010 00:00:00 +0000","Thu, 25 Feb 2010 00:00:00 +0000",Jacksonville,FL,32204
Kautzer,Cali,Mr. Sparkle,992.9,479.6,"Sat, 27 Feb 2010 00:00:00 +0000","Wed, 24 Feb 2010 00:00:00 +0000",Tallahassee,FL,32308
Jenkins,Darrell,Demo Company,80.4,804.8,"Sun, 11 Mar 2012 00:00:00 +0000","Wed, 1 Sep 2010 00:00:00 +0000",Orange Park,FL,32073
Marvin,Joey,"Acme, inc.",838.9,994.2,"Sat, 23 Oct 2010 00:00:00 +0000","Sun, 5 Sep 2010 00:00:00 +0000",Pensacola,FL,32504
Marks,Donnell,Demo Company,147.7,450.5,"Tue, 9 Feb 2010 00:00:00 +0000","Mon, 1 Feb 2010 00:00:00 +0000",Tallahassee,FL,32308
Howell,Derick,Foo Bars,141.5,760.5,"Wed, 3 Aug 2011 00:00:00 +0000","Wed, 25 Aug 2010 00:00:00 +0000",Naples,FL,34110
Blick,Libbie,Sombra Corporation,368.0,813.3,"Mon, 22 Feb 2010 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",Jacksonville,FL,32216
Terry,Gerson,Acme Corp,874.2,223.5,"Wed, 17 Mar 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Christiansen,Mireille,Acme Corp,575.8,729.6,"Fri, 3 Jun 2011 00:00:00 +0000","Thu, 28 Jan 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Greenholt,Trevor,"Acme, inc.",608.3,252.5,"Tue, 14 Dec 2010 00:00:00 +0000","Mon, 8 Nov 2010 00:00:00 +0000",Englewood,FL,34223
Lang,Addie,Western Gas & Electric,805.1,991.8,"Thu, 26 Jan 2012 00:00:00 +0000","Wed, 31 Mar 2010 00:00:00 +0000",Tallahassee,FL,32308
Runte,Taya,LexCorp,825.0,708.8,"Tue, 26 Oct 2010 00:00:00 +0000","Wed, 26 May 2010 00:00:00 +0000",Boca Raton,FL,33486
Frami,Maya,Mr. Sparkle,851.4,558.8,"Mon, 26 Sep 2011 00:00:00 +0000","Mon, 12 Apr 2010 00:00:00 +0000",Amelia Island,FL,32034
Feeney,Lonie,North Central Positronics,149.0,499.3,"Fri, 19 Mar 2010 00:00:00 +0000","Thu, 21 Jan 2010 00:00:00 +0000",Jacksonville,FL,32216
Schowalter,Pierce,Bluth Company,193.8,545.3,"Tue, 10 May 2011 00:00:00 +0000","Thu, 27 May 2010 00:00:00 +0000",Aventura,FL,33180
Wisozk,Napoleon,"Sample, inc",108.3,958.9,"Thu, 3 Feb 2011 00:00:00 +0000","Fri, 6 Aug 2010 00:00:00 +0000",Orange Park,FL,32073
Yost,Dexter,Western Gas & Electric,719.1,916.2,"Wed, 25 Jan 2012 00:00:00 +0000","Wed, 27 Jul 2011 00:00:00 +0000",Pensacola,FL,32503
Reichel,Eliane,Mooby Corp,625.4,905.0,"Fri, 16 Apr 2010 00:00:00 +0000","Tue, 9 Mar 2010 00:00:00 +0000",Miami,FL,33173
Considine,Nona,Omni Consimer Products,561.9,986.1,"Sun, 27 Jun 2010 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",Amelia Island,FL,32034
Pacocha,Andre,Mooby Corp,823.5,883.8,"Sat, 12 Mar 2011 00:00:00 +0000","Thu, 14 Oct 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Littel,Kyleigh,Praxis Corporation,415.0,479.3,"Tue, 5 Jul 2011 00:00:00 +0000","Thu, 18 Nov 2010 00:00:00 +0000",Jacksonville,FL,32209
Zemlak,Kamille,Acme Corp,180.3,66.8,"Tue, 6 Jul 2010 00:00:00 +0000","Sat, 24 Apr 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Kris,Veda,Mr. Sparkle,487.5,868.4,"Fri, 17 Dec 2010 00:00:00 +0000","Mon, 11 Oct 2010 00:00:00 +0000",Sanford,FL,32771
Kshlerin,Aliya,Western Gas & Electric,571.8,444.3,"Mon, 8 Aug 2011 00:00:00 +0000","Fri, 16 Jul 2010 00:00:00 +0000",New Port Richey,FL,34655
Gaylord,Forest,Gringotts,420.3,30.9,"Fri, 21 Oct 2011 00:00:00 +0000","Fri, 2 Jul 2010 00:00:00 +0000",Jacksonville,FL,32204
Harber,Ibrahim,Wentworth Industries,671.8,951.5,"Wed, 11 May 2011 00:00:00 +0000","Wed, 9 Jun 2010 00:00:00 +0000",Naples,FL,34110
Goldner,Javonte,"Acme, inc.",81.7,870.4,"Thu, 23 Jun 2011 00:00:00 +0000","Thu, 21 Jan 2010 00:00:00 +0000",Marianna,FL,32446
Jacobi,Jabari,Foo Bars,552.9,564.3,"Mon, 12 Jul 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Grady,Cindy,Water and Power,328.7,537.4,"Thu, 3 Nov 2011 00:00:00 +0000","Mon, 11 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Hilll,Stevie,Western Gas & Electric,619.3,541.9,"Wed, 14 Jul 2010 00:00:00 +0000","Tue, 1 Jun 2010 00:00:00 +0000",Hollywood,FL,33021
Bayer,Alycia,Sample Company,453.6,985.4,"Sat, 6 Aug 2011 00:00:00 +0000","Fri, 17 Dec 2010 00:00:00 +0000",Marianna,FL,32446
Ferry,Destinee,Western Gas & Electric,684.2,299.1,"Tue, 6 Sep 2011 00:00:00 +0000","Thu, 18 Mar 2010 00:00:00 +0000",Jacksonville,FL,32209
Dooley,Tatum,Mammoth Pictures,184.4,97.6,"Fri, 1 Jan 2010 00:00:00 +0000","Fri, 1 Jan 2010 00:00:00 +0000",Pensacola,FL,32503
Mitchell,Odie,Mooby Corp,941.8,46.7,"Thu, 24 Jun 2010 00:00:00 +0000","Fri, 23 Apr 2010 00:00:00 +0000",Orange Park,FL,32073
Auer,Blair,123 Warehousing,857.8,129.8,"Sun, 24 Jul 2011 00:00:00 +0000","Wed, 15 Dec 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Pollich,Lyla,Fake Brothers,89.5,354.5,"Thu, 17 Feb 2011 00:00:00 +0000","Sun, 13 Feb 2011 00:00:00 +0000",Davie,FL,33331
Jast,Margie,LuthorCorp,511.3,471.8,"Mon, 27 Sep 2010 00:00:00 +0000","Thu, 23 Sep 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Buckridge,Westley,Sombra Corporation,130.0,983.0,"Mon, 26 Mar 2012 00:00:00 +0000","Thu, 22 Apr 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Jones,Marian,Fake Brothers,361.5,820.5,"Sun, 28 Mar 2010 00:00:00 +0000","Fri, 26 Feb 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Dicki,Talia,Sample Company,668.8,380.6,"Wed, 6 Oct 2010 00:00:00 +0000","Tue, 11 May 2010 00:00:00 +0000",Fort Myers,FL,33907
Jenkins,Roger,ABC Telecom,403.8,661.2,"Sat, 10 Apr 2010 00:00:00 +0000","Thu, 11 Mar 2010 00:00:00 +0000",Davie,FL,33331
Bergnaum,Tyrique,Water and Power,455.8,679.4,"Thu, 17 Nov 2011 00:00:00 +0000","Tue, 5 Oct 2010 00:00:00 +0000",Ft Myers,FL,33901
Bailey,Cyril,Water and Power,58.5,121.0,"Tue, 23 Feb 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Marianna,FL,32446
Stoltenberg,Jewel,Foo Bars,225.4,934.4,"Wed, 23 Nov 2011 00:00:00 +0000","Tue, 15 Nov 2011 00:00:00 +0000",Pensacola,FL,32503
Gaylord,Daphne,LexCorp,85.5,341.7,"Mon, 14 Mar 2011 00:00:00 +0000","Tue, 1 Feb 2011 00:00:00 +0000",Tallahassee,FL,32308
Bogisich,Selina,Mooby Corp,344.0,714.4,"Sun, 24 Jan 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Cole,Kameron,Mammoth Pictures,503.5,776.7,"Mon, 27 Sep 2010 00:00:00 +0000","Fri, 12 Feb 2010 00:00:00 +0000",Marianna,FL,32446
Kassulke,Travis,Widget Corp,75.4,655.2,"Sun, 24 Jul 2011 00:00:00 +0000","Mon, 6 Dec 2010 00:00:00 +0000",New Port Richey,FL,34655
Skiles,Ben,Wayne Enterprises,671.3,878.0,"Tue, 19 Apr 2011 00:00:00 +0000","Sun, 27 Jun 2010 00:00:00 +0000",Pensacola,FL,32504
Bartoletti,Murl,North Central Positronics,723.1,759.0,"Sat, 20 Mar 2010 00:00:00 +0000","Sat, 30 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Franecki,Macy,ABC Telecom,10.1,70.0,"Sun, 18 Jul 2010 00:00:00 +0000","Mon, 1 Mar 2010 00:00:00 +0000",Jacksonville,FL,32204
McGlynn,Hermina,Gringotts,971.7,843.1,"Sun, 16 May 2010 00:00:00 +0000","Mon, 8 Mar 2010 00:00:00 +0000",Melbourne,FL,32940
Hyatt,Leda,Acme Corp,595.6,805.8,"Wed, 10 Feb 2010 00:00:00 +0000","Wed, 13 Jan 2010 00:00:00 +0000",Jacksonville,FL,32204
Dach,Kathryn,Mooby Corp,524.9,993.2,"Thu, 18 Feb 2010 00:00:00 +0000","Wed, 17 Feb 2010 00:00:00 +0000",Ft Myers,FL,33901
Gleichner,Fermin,Mooby Corp,293.3,29.3,"Fri, 4 Mar 2011 00:00:00 +0000","Wed, 6 Oct 2010 00:00:00 +0000",Aventura,FL,33180
Barrows,Laurie,Widget Corp,877.2,588.8,"Fri, 7 Jan 2011 00:00:00 +0000","Sun, 29 Aug 2010 00:00:00 +0000",Tallahassee,FL,32308
O'Conner,Sister,ZiffCorp,960.4,236.3,"Wed, 29 Feb 2012 00:00:00 +0000","Thu, 7 Jul 2011 00:00:00 +0000",Jacksonville,FL,32216
Lockman,Muhammad,Omni Consimer Products,413.9,747.8,"Fri, 28 May 2010 00:00:00 +0000","Sat, 6 Feb 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Howell,Kaitlin,Wentworth Industries,176.0,921.2,"Thu, 8 Mar 2012 00:00:00 +0000","Sat, 27 Aug 2011 00:00:00 +0000",Pembroke Pines,FL,33028
Greenholt,Keenan,LexCorp,750.4,644.2,"Tue, 18 Oct 2011 00:00:00 +0000","Wed, 25 Aug 2010 00:00:00 +0000",Melbourne,FL,32940
Reichel,Jevon,123 Warehousing,8.6,678.0,"Sun, 18 Mar 2012 00:00:00 +0000","Wed, 9 Feb 2011 00:00:00 +0000",Fort Myers,FL,33907
Adams,Daryl,Omni Consimer Products,343.5,719.1,"Thu, 5 Apr 2012 00:00:00 +0000","Thu, 14 Jan 2010 00:00:00 +0000",Tampa,FL,33606
Lueilwitz,Jeromy,Wayne Enterprises,729.6,856.3,"Sun, 14 Feb 2010 00:00:00 +0000","Tue, 5 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Hickle,Alessandra,Smith and Co.,79.8,992.5,"Mon, 1 Nov 2010 00:00:00 +0000","Thu, 19 Aug 2010 00:00:00 +0000",Jacksonville,FL,32209
Collier,Virginie,ZiffCorp,926.5,578.6,"Sun, 23 May 2010 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Melbourne,FL,32940
Bechtelar,Tom,Mr. Sparkle,983.2,707.9,"Sun, 19 Dec 2010 00:00:00 +0000","Sun, 6 Jun 2010 00:00:00 +0000",Jacksonville,FL,32209
Rath,Cristian,Foo Bars,621.9,556.1,"Sat, 17 Sep 2011 00:00:00 +0000","Fri, 22 Jan 2010 00:00:00 +0000",Ft Myers,FL,33901
Leffler,Brandi,LuthorCorp,345.8,250.0,"Tue, 30 Aug 2011 00:00:00 +0000","Wed, 14 Jul 2010 00:00:00 +0000",Ft Myers,FL,33901
Pouros,Susan,Globex Corporation,17.1,982.8,"Sun, 10 Oct 2010 00:00:00 +0000","Mon, 20 Sep 2010 00:00:00 +0000",Jacksonville,FL,32216
Tremblay,Jolie,123 Warehousing,118.9,356.6,"Thu, 8 Mar 2012 00:00:00 +0000","Wed, 27 Jan 2010 00:00:00 +0000",Hollywood,FL,33021
Schmitt,Kendra,Water and Power,423.6,488.0,"Sat, 18 Dec 2010 00:00:00 +0000","Sat, 8 May 2010 00:00:00 +0000",Boca Raton,FL,33486
Marvin,Tod,123 Warehousing,367.1,894.7,"Sun, 12 Jun 2011 00:00:00 +0000","Thu, 26 May 2011 00:00:00 +0000",Pembroke Pines,FL,33024
Graham,Stanley,Mr. Sparkle,741.7,621.8,"Sun, 11 Dec 2011 00:00:00 +0000","Mon, 21 Nov 2011 00:00:00 +0000",Pembroke Pines,FL,33028
Conn,Randall,Strickland Propane,214.0,739.8,"Sat, 21 Aug 2010 00:00:00 +0000","Wed, 27 Jan 2010 00:00:00 +0000",Jacksonville,FL,32209
Jewess,Abigail,Widget Corp,193.1,253.9,"Thu, 12 May 2011 00:00:00 +0000","Sun, 28 Feb 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
